rfid_uid,Book Number ,Title,Author ,Ed./Vol.,Publisher place,Publisher,Year,Page(s),Class No.,Programme/ Dicipline,,,,Withdrawn Date,Remarks,ISBN /ISSN,Subject,Text/Reference,"Depriciated value
(Till 01-04-2022)"
,B6541,Organic Spectroscopy,"Kemp, William",3rd,Newdelhi,Bloomsburry,2022,PB.P.393,543.6 KEM,Chemistry (M.Sc),,,,,,9.7814E+12,Chemistry (M.Sc),,
,B6542,Organic Spectroscopy,"Kemp, William",3rd,Newdelhi,Bloomsburry,2022,PB.P.393,543.6 KEM,Chemistry (M.Sc),,,,,,9.7814E+12,Chemistry (M.Sc),,
,B6543,Organic Spectroscopy,"Kemp, William",3rd,Newdelhi,Bloomsburry,2022,PB.P.393,543.6 KEM,Chemistry (M.Sc),,,,,,9.7814E+12,Chemistry (M.Sc),,
,B6544,Biotechnology and Genomics,"Gupta, P. K.",1st,Meerut,Gangotri Rastogi Publications,2018,"PB, 796p.",660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B6545,Biotechnology and Genomics,"Gupta, P. K.",1st,Meerut,Gangotri Rastogi Publications,2018,"PB, 796p.",660.6 GUP,Biotechnology (B.Sc),,,,,,9.78817E+12,Biotechnology (B.Sc),,
,B6546,Roitt's Essential Immunology,Peter J. Delves.,13,Newdelhi,Wiley Blackwell,2011,p.vi 541,616.079 DWL,Biotechnology (M.Sc),,,,,,9.78112E+12,Biotechnology (M.Sc),,
,B6547,Roitt's Essential Immunology,Peter J. Delves.,13,Newdelhi,Wiley Blackwell,2011,p.vi 541,616.079 DWL,Biotechnology (M.Sc),,,,,,9.78112E+12,Biotechnology (M.Sc),,
,B6548,IIT Jam Biotechnology,Sonubia,1ST,Meerut,Arihant,2023,p.vi 327,616.978,Biotechnology (M.Sc),,,,,,9.78933E+12,Biotechnology (M.Sc),,
,B6549,"Introduction to Protein Science:architecture, function and genomics","Lesk, Arthur M",3rd,New Delhi,Oxford,2016,p.vi 466,572.6 ART,Biotechnology (M.Sc),,,,,,9.7802E+12,Biotechnology (M.Sc),,
,B6550,Introduction to modern virology,"Dimmock, N.J",7th,USA,John Wiley & Sons,2016,PB.P.519,579.2 DIM,Biotechnology (M.Sc),,,,,,9.78112E+12,Biotechnology (M.Sc),,
,B6551,Introduction to modern virology,"Dimmock, N.J",7th,USA,John Wiley & Sons,2016,PB.P.519,579.2 DIM,Biotechnology (M.Sc),,,,,,9.78112E+12,Biotechnology (M.Sc),,
,B6552,Systems Biology,"Klipp, Edda",2ND,Germany,Wiley-VCH,2016,PB.P.488,570 KLI,Biotechnology (M.Sc),,,,,,9.78353E+12,Biotechnology (M.Sc),,
,B6553,Elementary Organic Spectroscopy,"SHARMA, Y.R",5TH RV,Newdelhi,S.Chand,2021,PB.P.367,543.05 SHA,Chemistry (M.Sc),,,,,,9.78122E+11,Chemistry (M.Sc),,
,B6554,Elementary Organic Spectroscopy,"SHARMA, Y.R",5TH RV,Newdelhi,S.Chand,2021,PB.P.367,543.05 SHA,Chemistry (M.Sc),,,,,,9.78122E+11,Chemistry (M.Sc),,
,B6555,Elementary Organic Spectroscopy,"SHARMA, Y.R",5TH RV,Newdelhi,S.Chand,2021,PB.P.367,543.05 SHA,Chemistry (M.Sc),,,,,,9.78122E+11,Chemistry (M.Sc),,
,B6556,Elementary Organic Spectroscopy,"SHARMA, Y.R",5TH RV,Newdelhi,S.Chand,2021,PB.P.367,543.05 SHA,Chemistry (M.Sc),,,,,,9.78122E+11,Chemistry (M.Sc),,
,B6557,Elementary Organic Spectroscopy,"SHARMA, Y.R",5TH RV,Newdelhi,S.Chand,2021,PB.P.367,543.05 SHA,Chemistry (M.Sc),,,,,,9.78122E+11,Chemistry (M.Sc),,
,B6558,Elementary Organic Spectroscopy,"SHARMA, Y.R",5TH RV,Newdelhi,S.Chand,2021,PB.P.367,543.05 SHA,Chemistry (M.Sc),,,,,,9.78122E+11,Chemistry (M.Sc),,
,B6559,MANORAMA YEARBOOK 2022,"Mathew, Mammen",,Kottayam,Malayala Manorama,2022,PB.P.1005,050 MAT,General Collection,,,,,,9.7882E+12,General Collection,,
,B6560,Ideal executive : why you cannot be one and what to do about it,"Adizes, Ichak Kalderon ",,Barbara ,The Adizes Institute Publishing,2004,PB.P.295,658.409 ADI,Management (BBA),,,,,,9.78094E+12,"Management, Executives, Executive ability",,
,B6561,"Specialised Course in Fire Prevention,Life Safety & Fire Protection Measures in Building Gujarat Institute of Disaster Management",-,,Gandhinagar,Gujarat Institute of Disaster Management ,1976,PB.P.409,363.377 GUJ,"Fire And Environment, Health, Safety (B.Tech)",,,,,,-,"Fire Prevention,Life Safety & Fire Protection",,
,B6562,"Specialised Course in Fire Prevention,Life Safety & Fire Protection Measures in Building Gujarat Institute of Disaster Management",-,,Gandhinagar,Gujarat Institute of Disaster Management ,1976,PB.P.409,363.377 GUJ,"Fire And Environment, Health, Safety (B.Tech)",,,,,,-,"Fire Prevention,Life Safety & Fire Protection",,
,B6563,Fire service training manual HMSO,HMSO,,London,HMSO,1994,PB.P.,363.378 HMO,"Fire And Environment, Health, Safety (B.Tech)",,,,,,113410913,FIRE SERVICE,,
,B6564,Fire service training manual HMSO,HMSO,,London,HMSO,1994,PB.P.,363.378 HMO,"Fire And Environment, Health, Safety (B.Tech)",,,,,,113410913,FIRE SERVICE,,
,B6565,Drill manual for the fire services in India,NFSC,,Nagpur,National Fire service College,1979,PB.P.279,363.378 NFS,"Fire And Environment, Health, Safety (B.Tech)",,,,,,--,FIRE SERVICE,,
,B6566,Drill manual for the fire services in India,NFSC,,Nagpur,National Fire service College,1979,PB.P.279,363.378 NFS,"Fire And Environment, Health, Safety (B.Tech)",,,,,,--,FIRE SERVICE,,
,B6567,Mergers And Acquisitions: Strategy Valuation And Integration,"Ray, Kamal Ghosh",1st,New Delhi,PHI Learning,2013,PB.P.869,658.16 RAY,Management (BBA),,,,,,9.78812E+12,"Consolidation and merger of corporations, Organizational change--Management, Business intelligence",,
,B6568,Indian corporate citizenship (case study on CSR),"Bhatt, Bimal R",,Mumbai ,Himalaya Publishing House Pvt. Ltd.,2016,HB.P196,658.408 BHA,Management (BBA),,,,,,9.78935E+12,India | Cororate | Social Responsibility | CSR | Corporate Social Responsibility | Business Social Responsibility | CSR Rules | National Voluntary Guideline,,
,B6569,Communication Skills,"Nair,Sheetal",,MannarGudi,Scientific International Publisher,2019,PB.P194,302.2242 NAI,Management (BBA),,,,,,978-93-5757-166-1,"Public speaking,Oral communication",,
,B6570,Ignited minds : unleashing the power within India,A.P.J. Abdul Kalam,,New Delhi,Penguin Books,2014,PB.P.189,306.08954 KAL,Management (BBA),,,,,,9.78014E+12,"Motivation (Psychology) in adolescence,Patriotism",,
,B6571,Business analytics: the science of data-driven decision makin,"DineshKumar, U",2nd,New Delhi,Wiley India PVt.Ltd,2022,PB.P.623,658.5 KUM,Management (BBA),,,,,,9.78935E+12,Mathematical statistics;Programming languages (Electronic computers);Business logistics;Computer programming;Computer science;Data mining;Information retrieva,,
,B6572,Business analytics: the science of data-driven decision makin,"DineshKumar, U",2nd,New Delhi,Wiley India PVt.Ltd,2022,PB.P.623,658.5 KUM,Management (BBA),,,,,,9.78935E+12,Mathematical statistics;Programming languages (Electronic computers);Business logistics;Computer programming;Computer science;Data mining;Information retrieva,,
,B6573,Business analytics: the science of data-driven decision makin,"DineshKumar, U",2nd,New Delhi,Wiley India PVt.Ltd,2022,PB.P.623,658.5 KUM,Management (BBA),,,,,,9.78935E+12,Mathematical statistics;Programming languages (Electronic computers);Business logistics;Computer programming;Computer science;Data mining;Information retrieva,,
,B6574,Business analytics: the science of data-driven decision makin,"DineshKumar, U",2nd,New Delhi,Wiley India PVt.Ltd,2022,PB.P.623,658.5 KUM,Management (BBA),,,,,,9.78935E+12,Mathematical statistics;Programming languages (Electronic computers);Business logistics;Computer programming;Computer science;Data mining;Information retrieva,,
,B6575,Business analytics: the science of data-driven decision makin,"DineshKumar, U",2nd,New Delhi,Wiley India PVt.Ltd,2022,PB.P.623,658.5 KUM,Management (BBA),,,,,,9.78935E+12,Mathematical statistics;Programming languages (Electronic computers);Business logistics;Computer programming;Computer science;Data mining;Information retrieva,,
,B6576,Practical applications of HR analytics : a step-by-step guide ,"Banerjee, Pratyush",4th,New Delhi,Sage Publications,2022,PB.P,658.300727 BAN,Management (BBA),,,,,,9.78935E+12,Personnel management--Statistical methods;Personnel management--Decision making,,
,B6577,Practical applications of HR analytics : a step-by-step guide ,"Banerjee, Pratyush",4th,New Delhi,Sage Publications,2022,PB.P,658.300727 BAN,Management (BBA),,,,,,9.78935E+12,Personnel management--Statistical methods;Personnel management--Decision making,,
,B6578,Practical applications of HR analytics : a step-by-step guide ,"Banerjee, Pratyush",4th,New Delhi,Sage Publications,2022,PB.P,658.300727 BAN,Management (BBA),,,,,,9.78935E+12,Personnel management--Statistical methods;Personnel management--Decision making,,
,B6579,Practical applications of HR analytics : a step-by-step guide ,"Banerjee, Pratyush",4th,New Delhi,Sage Publications,2022,PB.P,658.300727 BAN,Management (BBA),,,,,,9.78935E+12,Personnel management--Statistical methods;Personnel management--Decision making,,
,B6580,Practical applications of HR analytics : a step-by-step guide ,"Banerjee, Pratyush",4th,New Delhi,Sage Publications,2022,PB.P,658.300727 BAN,Management (BBA),,,,,,9.78935E+12,Personnel management--Statistical methods;Personnel management--Decision making,,
,B6581,Practical applications of HR analytics : a step-by-step guide ,"Banerjee, Pratyush",4th,New Delhi,Sage Publications,2022,PB.P,658.300727 BAN,Management (BBA),,,,,,9.78935E+12,Personnel management--Statistical methods;Personnel management--Decision making,,
,B6582,The power of habit: why we do what we do in life and business ,"Duhigg,Chales ",,New Delhi,Penguine Books,2022,PB.P 379,158.1 DUH,General Collection,,,,,,9.78185E+12,"Habit,Change (Psychology),Neuropsychology,Habit breaking,Organizational behavior700_aChamberlain, Mike856_3Textual942_cBK999_c11597",,
,B6583,The power of habit: why we do what we do in life and business ,"Duhigg,Chales ",,New Delhi,Penguine Books,2022,PB.P 379,158.1 DUH,General Collection,,,,,,9.78185E+12,"Habit,Change (Psychology),Neuropsychology,Habit breaking,Organizational behavior700_aChamberlain, Mike856_3Textual942_cBK999_c11597",,
,B6584,The power of habit: why we do what we do in life and business ,"Duhigg,Chales ",,New Delhi,Penguine Books,2022,PB.P379,158.1 DUH,General Collection,,,,,,9.78185E+12,"Habit,Change (Psychology),Neuropsychology,Habit breaking,Organizational behavior700_aChamberlain, Mike856_3Textual942_cBK999_c11597",,
,B6585,Handbook of applied behavior analysis,"Fisher, Wayne W.;Piazza, Cathleen C.; Roane, Henry S.",2nd,New York,Guildord Press,2021,PB.P624,371.1024 WAY,"Fire And Environment, Health, Safety (B.Tech)",,,,,,9.78146E+12,Organizational behavior:Classroom management,,
,B6586,Handbook of applied behavior analysis,"Fisher, Wayne W.;Piazza, Cathleen C.; Roane, Henry S.",2nd,New York,Guildord Press,2021,PB.P624,371.1024 WAY,"Fire And Environment, Health, Safety (B.Tech)",,,,,,9.78146E+12,Organizational behavior:Classroom management,,
,B6587,Handbook of applied behavior analysis,"Fisher, Wayne W.;Piazza, Cathleen C.; Roane, Henry S.",2nd,New York,Guildord Press,2021,PB.P624,371.1024 WAY,"Fire And Environment, Health, Safety (B.Tech)",,,,,,9.78146E+12,Organizational behavior:Classroom management,,
,B6588,The Power of Curiosity: In and Beyond Classroom,"Karwal, Anita",,Hariyana,Harper COllins,2023,PB.P 321,153.8 KAR,General Collection,,,,,,9356296677,"Curiosity, Leadership, Creative Thinking , Communication",,
,B6589,The Power of Curiosity: In and Beyond Classroom,"Karwal, Anita",,Hariyana,Harper COllins,2023,PB.P 321,153.8 KAR,General Collection,,,,,,9356296677,"Curiosity, Leadership, Creative Thinking , Communication",,
,B6590,The Power of Curiosity: In and Beyond Classroom,"Karwal, Anita",,Hariyana,Harper COllins,2023,PB.P 321,153.8 KAR,General Collection,,,,,,9356296677,"Curiosity, Leadership, Creative Thinking , Communication",,
,B6591,A Textbook of Cost and Management Accounting,"Arora, M.N",11th,New Delhi,Vikas Publishing House,2022,PB.P 23.23,658.0072 ARO,Management (BBA),,,,,,9.78939E+12,Business;Business--Research;Management,,
,B6592,Accounting for Managers Starting from basics : an exclusive & comprehensive book covering revised UGC syllabus,"Gopal Rama, CA C",1st,New Delhi,New Age International publishers ,2009,PB.P 497,658.1511 GOP,Management (BBA),,,,,,9.78812E+13,Business;Business--Research;Management,,
,B6593,Cost Accounting and Management : Essentials you always wanted to know,Kalpesh Ashar,5th,New Delhi,Vibrant Publisher,2022,PB.P 171,657.42 ASH,Management (BBA),,,,,,9.78164E+12,Accounting;Cost accounting;Managerial accounting,,
,B6594,Financial Management : Essentials you always wanted to know,Kalpesh Ashar,5th,New Delhi,Vibrant Publisher,2022,PB.P.189,658.15 ASH,Management (BBA),,,,,,9.78164E+12,Fiancial Management,,
,B6595,Financial Accounting : Essentials you always wanted to know,Kalpesh Ashar,5th,New Delhi,Vibrant Publisher,2022,PB.P.159,657 ASH,Management (BBA),,,,,,9.78164E+12,Accounting;Corporations--Accounting,,
,B6596,Accounting Standards Made Easy,"Miriyala, Ravi Kanth",18th,New Delhi,Taxmann Publication,2023,PB.P.21.17,657.01218 MIR,Management (BBA),,,,,,9.78936E+12,Accounting,,
,B6597,"Cost & Management Accounting : Concepts, Theory, Problems & Solutions",Sunil Keswani,4th,New Delhi,Bharat Law House,2022,PB.P.836,658.0072 KES,Management (BBA),,,,,,9.78939E+12,Cost Accounting; Management,,
,B6598,Accounting for Managers: Text & Cases,"Thapa, Sankar",,New Delhi,Taxmann Publication,2022,PB.P.436,658.15 THA,Management (BBA),,,,,,9.78936E+12,Accounting,,
,B6599,Cost Accounting: Text and Problems ,"Shukla, M.C",12th,New Delhi,S.Chand,2023,PB.P.958,658.42 SHU,Management (BBA),,,,,,9.78812E+12,Cost Accounting,,
,B6600,MBA Fundamentals Accounting & Finance ,"Griffin, Michael P",,New York,Kalpan Publishing,2009,Pb.P.287,657 GRI,Management (BBA),,,,,,9.78151E+12,Accounting;Finance,,
,B6601,Advanced Cost Accounting ,"Mahajan, Suhas",,Pune,Nirali Prakashan,2019,PB.P.4.124,657.42 MAH,Management (BBA),,,,,,9.78939E+12,Cost Accounting; Accounting,,
,B6602,Taxmann's Illustrated Guide To Indian Accounting Standard ( Ind As) As Amended by Companies ( Indian Accounting Standards) ( Amendment) Rules 2003 ,"Chatterjee, B.D",8th,New Delhi,Taxmann Publication,2023,HB.P 1723,657 CHA,Management (BBA),,,,,,9.78936E+12,Accounting; Standard; Accounting Policies,,
,B6603,Handbook of Fire Safety Engineering ,Ehteshami.K,,New Delhi,Khanna Publishers,2020,PB.P.395,363.37 EHT,"Fire And Environment, Health, Safety (B.Tech)",,,,,,9.78939E+12,Fire Safety; Engineering,,
,B6604,Crossing The Chasm,Moore Geoffray A.,3rd          ,New York,Harper COllins,2014,PB.P.273,658.8 MOO                  ,Start-up (SSIP),,,,,,9.78006E+12,Marketing;Technological innovations—Marketing,,
,B6605,"Founders at work : stories of startups' early days
", Livingston Jessica,1st,USA,Apress,2007,HB.P.456,658.11 LIV,Start-up (SSIP),,,,,,9.78159E+12,"Computer science,Software engineering",,
,B6606,Good to great : why some companies make the leap ... and others don't,"Collins, Jim
",20th,UK,Penguin Radom House UK,2019,HB.P.300,658 COL,Management (BBA),,,,,,9.78071E+12,Technological innovations—Management,,
,B6607,Good to great : why some companies make the leap ... and others don't,"Collins, Jim ",20th,UK,Penguin Radom House UK,2019,HB.P.300,658 COL,Management (BBA),,,,,,9.78071E+12,Technological innovations—Management,,
,B6608,The art of non-conformity:set your own rules.,Guillebeau Chris,1st,New York,Penguin Radom House ,2010,PB.P.242,303.372 GUI,Start-up (SSIP),,,,,,9.7804E+12,"Conformity,Individuality",,
,B6609,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6610,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6611,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6612,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6613,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6614,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6615,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6616,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6617,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6618,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6619,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6620,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6621,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6622,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6623,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6624,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6625,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6626,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6627,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6628,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6629,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6630,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6631,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6632,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6633,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6634,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6635,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6636,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6637,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6638,Principles and Practice of Management,L.M.Prasad,10th,New Delhi,Sultan Chand,2023,PB.P.523,658 PRA,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6639,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6640,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6641,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6642,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6643,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6644,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6645,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6646,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6647,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6648,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6649,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6650,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6651,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6652,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6653,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6654,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6655,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6656,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6657,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6658,"Managerial Economics: Analysis, Problems, and Cases",P.L.Mehta,21st,New Delhi,Sultan Chand,2023,PB.P.820,330.1 MEH,Management (BBA),,,,,,9.78935E+12,"Management, Executives, Executive ability",,
,B6659,Certificate physical and human geography -,"Goh, Cheng Leong",,New Delhi,Oxford,2020,PB.P.192,910 GOH,General Collection,,,,,,9.7802E+12,Geography;Physical geography;Human geography,,
,B6660,Certificate physical and human geography -,"Goh, Cheng Leong",,New Delhi,Oxford,2020,PB.P.192,910 GOH,General Collection,,,,,,9.7802E+12,Geography;Physical geography;Human geography,,
,B6661,7 Habits of highly effective people,"Covey, Stephen R",,New Delhi,Franklin Covey.,2004,PB.P.398,158 COV,Management (BBA),,,,,,9.78147E+12,PERSONALITY DEVELOPMENT | PERSONAL GROWTH | INTERPERSONAL RELATIONS,,
,B6662,7 Habits of highly effective people,"Covey, Stephen R",,New Delhi,Franklin Covey.,2004,PB.P.398,158 COV,Management (BBA),,,,,,9.78147E+12,PERSONALITY DEVELOPMENT | PERSONAL GROWTH | INTERPERSONAL RELATIONS,,
,B6663,How to win friends and influence people,Carnegie Dale,,Guargaon,The Book Paradise,2016,PB.P.219,159.923 DAL,Management (BBA),,,,,,9.78819E+12,PERSONALITY DEVELOPMENT | PERSONAL GROWTH | INTERPERSONAL RELATIONS,,
,B6664,Who moved my cheese?,Johnson Spencer,,London( U.K),Penguin Random House,1999,PB.P.94,158.1 SNE,Management (BBA),,,,,,9.78009E+12,Change (Psychology);Life change events;Adjustment (Psychology),,
,B6665,Start with why : How great leaders inspire everyone to take action,Simon Sinek,,U.K,Penguin Random House,2009,PB.P.246,658.4092 SIN,Management (BBA),,,,,,9.78024E+12,Leadership;Success in business,,
,B6666,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6667,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
